Ship,Mode,Segment,Country,City,State,Postal,Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,,
Same,Day,Consumer,United,States,Apopka,Florida,32712,South,Furniture,Furnishings,129.888,6,0.2,12.9888,,
Same,Day,Consumer,United,States,Apopka,Florida,32712,South,Office,Supplies,Envelopes,48.944,7,0.2,,
Standard,Class,Home,Office,United,States,Houston,Texas,77070,Central,Furniture,Chairs,275.058,3,0.3,,
Standard,Class,Corporate,United,States,Baltimore,Maryland,21215,East,Office,Supplies,Art,27.36,9,0,,
Standard,Class,Corporate,United,States,Baltimore,Maryland,21215,East,Office,Supplies,Paper,44.75,5,0,,
Standard,Class,Corporate,United,States,Baltimore,Maryland,21215,East,Technology,Phones,134.99,1,0,36.4473,,
Standard,Class,Corporate,United,States,Baltimore,Maryland,21215,East,Office,Supplies,Paper,26.4,5,0,,
Standard,Class,Corporate,United,States,Baltimore,Maryland,21215,East,Furniture,Chairs,542.94,3,0,141.1644,,
Second,Class,Consumer,United,States,San,Francisco,California,94109,West,Furniture,Tables,71.088,2,0.2,,
Standard,Class,Home,Office,United,States,Chicago,Illinois,60623,Central,Office,Supplies,Binders,27.396,9,,
Standard,Class,Home,Office,United,States,Chicago,Illinois,60623,Central,Office,Supplies,Binders,13.456,1,,
Same,Day,Consumer,United,States,Laredo,Texas,78041,Central,Office,Supplies,Labels,11.84,1,0.2,,
Standard,Class,Consumer,United,States,San,Francisco,California,94109,West,Office,Supplies,Paper,35.88,6,,
First,Class,Home,Office,United,States,Cleveland,Ohio,44105,East,Office,Supplies,Envelopes,40.752,3,,
First,Class,Home,Office,United,States,Cleveland,Ohio,44105,East,Technology,Accessories,139.96,5,0.2,,
Standard,Class,Consumer,United,States,Marion,Ohio,43302,East,Office,Supplies,Art,2.624,1,0.2,,
Standard,Class,Consumer,United,States,Marion,Ohio,43302,East,Furniture,Tables,136.53,1,0.4,-52.3365,,
Standard,Class,Consumer,United,States,Marion,Ohio,43302,East,Technology,Accessories,263.96,1,0.2,42.8935,,
Standard,Class,Consumer,United,States,Fairfield,Connecticut,6824,East,Office,Supplies,Supplies,11.64,3,0,,
Second,Class,Corporate,United,States,New,York,City,New,York,10009,East,Office,Supplies,Binders,14.5638,
Standard,Class,Consumer,United,States,New,York,City,New,York,10024,East,Furniture,Furnishings,79.44,,
Standard,Class,Consumer,United,States,New,York,City,New,York,10024,East,Office,Supplies,Supplies,7.1586,
Standard,Class,Consumer,United,States,New,York,City,New,York,10024,East,Furniture,Chairs,127.764,,
Standard,Class,Consumer,United,States,New,York,City,New,York,10024,East,Technology,Copiers,2799.944,,
Standard,Class,Consumer,United,States,New,York,City,New,York,10024,East,Office,Supplies,Paper,9.3312,
Same,Day,Consumer,United,States,Chicago,Illinois,60653,Central,Technology,Phones,36.792,1,0.2,4.1391,,
Standard,Class,Home,Office,United,States,New,York,City,New,York,10035,East,Technology,Phones,1.6038,
Standard,Class,Consumer,United,States,Richmond,Virginia,23223,South,Office,Supplies,Storage,177.55,5,0,,
Second,Class,Corporate,United,States,Ann,Arbor,Michigan,48104,Central,Technology,Accessories,619.95,5,0,,
Second,Class,Corporate,United,States,Ann,Arbor,Michigan,48104,Central,Technology,Phones,29.16,3,0,,
Second,Class,Corporate,United,States,Ann,Arbor,Michigan,48104,Central,Office,Supplies,Envelopes,57.96,7,,
Second,Class,Corporate,United,States,Ann,Arbor,Michigan,48104,Central,Office,Supplies,Appliances,29.403,3,,
Second,Class,Consumer,United,States,Lafayette,Indiana,47905,Central,Office,Supplies,Storage,81.4,5,0,,
First,Class,Corporate,United,States,Springfield,Oregon,97477,West,Office,Supplies,Fasteners,8.72,5,0.2,,
First,Class,Corporate,United,States,Springfield,Oregon,97477,West,Technology,Accessories,91.176,3,0.2,4.5588,,
First,Class,Corporate,United,States,Springfield,Oregon,97477,West,Technology,Accessories,159.968,4,0.2,29.994,,
Standard,Class,Corporate,United,States,San,Francisco,California,94109,West,Office,Supplies,Paper,12.96,2,,
Standard,Class,Corporate,United,States,Chicago,Illinois,60653,Central,Office,Supplies,Storage,331.536,3,0.2,,
First,Class,Corporate,United,States,New,York,City,New,York,10011,East,Technology,Accessories,899.91,,
Standard,Class,Corporate,United,States,Houston,Texas,77095,Central,Technology,Phones,946.344,7,0.2,118.293,,
Standard,Class,Consumer,United,States,Madison,Wisconsin,53711,Central,Technology,Accessories,178.11,3,0,32.0598,,
Standard,Class,Consumer,United,States,Madison,Wisconsin,53711,Central,Office,Supplies,Appliances,1089.75,3,0,,
Standard,Class,Consumer,United,States,Madison,Wisconsin,53711,Central,Office,Supplies,Labels,61.06,2,0,,
Standard,Class,Consumer,United,States,Madison,Wisconsin,53711,Central,Furniture,Bookcases,459.92,4,0,41.3928,,
Standard,Class,Consumer,United,States,Madison,Wisconsin,53711,Central,Office,Supplies,Paper,27.52,4,0,,
First,Class,Corporate,United,States,Milford,Connecticut,6460,East,Furniture,Bookcases,638.82,9,0,185.2578,,
First,Class,Corporate,United,States,Milford,Connecticut,6460,East,Office,Supplies,Supplies,30.69,3,0,,
First,Class,Corporate,United,States,Milford,Connecticut,6460,East,Furniture,Furnishings,25.16,2,0,8.5544,,
Standard,Class,Consumer,United,States,New,York,City,New,York,10024,East,Office,Supplies,Binders,4.872,
Standard,Class,Consumer,United,States,Los,Angeles,California,90049,West,Office,Supplies,Paper,19.36,2,,
Standard,Class,Consumer,United,States,Los,Angeles,California,90049,West,Furniture,Furnishings,19.3,2,0,,
Standard,Class,Consumer,United,States,San,Francisco,California,94109,West,Office,Supplies,Binders,38.376,3,,
First,Class,Corporate,United,States,Fairfield,California,94533,West,Office,Supplies,Paper,12.96,2,0,,
First,Class,Corporate,United,States,Fairfield,California,94533,West,Furniture,Furnishings,26.48,1,0,10.0624,,
First,Class,Corporate,United,States,Fairfield,California,94533,West,Technology,Machines,532.72,2,0.2,53.272,,
First,Class,Corporate,United,States,Fairfield,California,94533,West,Office,Supplies,Paper,26.72,4,0,,
First,Class,Corporate,United,States,Fairfield,California,94533,West,Office,Supplies,Paper,20.04,3,0,,
First,Class,Corporate,United,States,Fairfield,California,94533,West,Office,Supplies,Storage,795.48,7,0,,
First,Class,Corporate,United,States,Fairfield,California,94533,West,Furniture,Furnishings,21.56,7,0,6.8992,,
Standard,Class,Consumer,United,States,Greenville,North,Carolina,27834,South,Technology,Phones,249.584,2,0.2,,
Standard,Class,Consumer,United,States,Greenville,North,Carolina,27834,South,Technology,Accessories,68.112,3,0.2,,
Standard,Class,Consumer,United,States,Greenville,North,Carolina,27834,South,Technology,Accessories,16.56,3,0.2,,
Standard,Class,Consumer,United,States,Long,Beach,New,York,11561,East,Technology,Phones,74.95,5,,
Standard,Class,Consumer,United,States,Buffalo,Grove,Illinois,60089,Central,Furniture,Tables,355.455,3,0.5,,
Standard,Class,Consumer,United,States,San,Diego,California,92037,West,Office,Supplies,Labels,44.4,3,,
Standard,Class,Consumer,United,States,San,Diego,California,92037,West,Office,Supplies,Labels,20.65,5,,
Standard,Class,Consumer,United,States,Richmond,Kentucky,40475,South,Furniture,Chairs,866.4,4,0,225.264,,
Second,Class,Consumer,United,States,Springfield,Virginia,22153,South,Office,Supplies,Art,5.56,2,0,,
Standard,Class,Consumer,United,States,Fort,Worth,Texas,76106,Central,Office,Supplies,Appliances,3.16,4,,
Standard,Class,Consumer,United,States,Fort,Worth,Texas,76106,Central,Technology,Copiers,1999.96,5,0.2,,
Standard,Class,Consumer,United,States,Raleigh,North,Carolina,27604,South,Furniture,Furnishings,46.152,3,0.2,,
First,Class,Consumer,United,States,Hialeah,Florida,33012,South,Technology,Machines,32.985,3,0.5,-1.9791,,
Same,Day,Home,Office,United,States,Los,Angeles,California,90032,West,Office,Supplies,Storage,481.32,,
Same,Day,Home,Office,United,States,Los,Angeles,California,90032,West,Office,Supplies,Binders,6.384,,
First,Class,Consumer,United,States,Lake,Forest,California,92630,West,Office,Supplies,Appliances,542.94,3,,
First,Class,Consumer,United,States,Lake,Forest,California,92630,West,Furniture,Furnishings,54.92,4,0,,
First,Class,Corporate,United,States,Long,Beach,New,York,11561,East,Furniture,Chairs,1448.82,10,,
Second,Class,Consumer,United,States,Seattle,Washington,98103,West,Office,Supplies,Storage,353.88,6,0,,
Standard,Class,Consumer,United,States,Redding,California,96003,West,Technology,Phones,333.576,3,0.2,25.0182,,
Standard,Class,Home,Office,United,States,San,Antonio,Texas,78207,Central,Office,Supplies,Labels,60.144,,
Second,Class,Corporate,United,States,Houston,Texas,77070,Central,Technology,Accessories,85.2,6,0.2,20.235,,
Standard,Class,Consumer,United,States,Leominster,Massachusetts,1453,East,Office,Supplies,Labels,3.15,1,0,,
Standard,Class,Consumer,United,States,Leominster,Massachusetts,1453,East,Office,Supplies,Paper,22.72,4,0,,
Standard,Class,Corporate,United,States,Los,Angeles,California,90032,West,Furniture,Furnishings,14.91,3,0,,
Standard,Class,Corporate,United,States,Los,Angeles,California,90032,West,Office,Supplies,Appliances,1158.12,4,,
Standard,Class,Corporate,United,States,Springfield,Missouri,65807,Central,Technology,Copiers,599.99,1,0,233.9961,,
Standard,Class,Consumer,United,States,Waco,Texas,76706,Central,Office,Supplies,Storage,23.968,2,0.2,,
Standard,Class,Consumer,United,States,Los,Angeles,California,90036,West,Furniture,Chairs,638.288,7,0.2,,
Standard,Class,Consumer,United,States,Los,Angeles,California,90036,West,Office,Supplies,Binders,13.208,1,,
Standard,Class,Consumer,United,States,Auburn,New,York,13021,East,Office,Supplies,Binders,15.528,3,,
Standard,Class,Consumer,United,States,San,Francisco,California,94109,West,Office,Supplies,Paper,104.85,1,,
Standard,Class,Consumer,United,States,Los,Angeles,California,90008,West,Office,Supplies,Art,30.48,3,,
Standard,Class,Consumer,United,States,Los,Angeles,California,90008,West,Furniture,Chairs,112.648,1,0.2,,
Standard,Class,Consumer,United,States,Los,Angeles,California,90049,West,Technology,Machines,71.976,3,0.2,,
Second,Class,Consumer,United,States,Chico,California,95928,West,Office,Supplies,Art,2.21,1,0,,
Second,Class,Consumer,United,States,Chico,California,95928,West,Office,Supplies,Envelopes,15.52,4,0,,
Second,Class,Consumer,United,States,Chico,California,95928,West,Office,Supplies,Paper,36.44,4,0,,
Standard,Class,Consumer,United,States,Springfield,Oregon,97477,West,Furniture,Bookcases,217.764,6,0.7,-384.7164,,
Standard,Class,Consumer,United,States,Springfield,Oregon,97477,West,Office,Supplies,Supplies,39.072,6,0.2,,
Standard,Class,Consumer,United,States,Springfield,Oregon,97477,West,Office,Supplies,Binders,22.638,7,0.7,,
Standard,Class,Consumer,United,States,Springfield,Oregon,97477,West,Office,Supplies,Art,95.144,7,0.2,,
Second,Class,Corporate,United,States,Jacksonville,Florida,32216,South,Furniture,Furnishings,12.32,5,0.2,1.848,,
Second,Class,Corporate,United,States,Jacksonville,Florida,32216,South,Office,Supplies,Binders,4.419,3,0.7,,
First,Class,Consumer,United,States,Bakersfield,California,93309,West,Office,Supplies,Fasteners,35,7,0,,
First,Class,Consumer,United,States,Bakersfield,California,93309,West,Furniture,Chairs,72.784,1,0.2,0,,
First,Class,Consumer,United,States,Bakersfield,California,93309,West,Office,Supplies,Appliances,97.84,2,0,,
First,Class,Consumer,United,States,Bakersfield,California,93309,West,Furniture,Furnishings,51.75,1,0,15.525,,
First,Class,Consumer,United,States,Bakersfield,California,93309,West,Office,Supplies,Binders,46.672,2,0.2,,
Second,Class,Consumer,United,States,New,York,City,New,York,10011,East,Office,Supplies,Storage,362.8404,
Second,Class,Consumer,United,States,New,York,City,New,York,10011,East,Furniture,Furnishings,117.36,,
Second,Class,Consumer,United,States,New,York,City,New,York,10011,East,Office,Supplies,Labels,8.694,
Second,Class,Consumer,United,States,New,York,City,New,York,10011,East,Office,Supplies,Paper,37.9848,
Second,Class,Consumer,United,States,Chicago,Illinois,60610,Central,Furniture,Chairs,421.372,2,0.3,-6.0196,,
First,Class,Consumer,United,States,El,Paso,Texas,79907,Central,Technology,Phones,575.968,4,0.2,,
First,Class,Consumer,United,States,El,Paso,Texas,79907,Central,Office,Supplies,Paper,10.368,2,,
First,Class,Consumer,United,States,Thousand,Oaks,California,91360,West,Technology,Phones,15.984,2,0.2,,
Standard,Class,Home,Office,United,States,Springfield,Ohio,45503,East,Office,Supplies,Art,10.272,3,,
Standard,Class,Corporate,United,States,Dallas,Texas,75220,Central,Office,Supplies,Storage,61.792,4,0.2,,
Standard,Class,Corporate,United,States,Dallas,Texas,75220,Central,Furniture,Bookcases,205.9992,3,0.32,-27.2646,,
Second,Class,Consumer,United,States,Knoxville,Tennessee,37918,South,Office,Supplies,Paper,12.192,3,0.2,,
Second,Class,Consumer,United,States,Knoxville,Tennessee,37918,South,Office,Supplies,Appliances,87.168,2,0.2,,
Second,Class,Consumer,United,States,Knoxville,Tennessee,37918,South,Office,Supplies,Art,31.744,2,0.2,,
Standard,Class,Corporate,United,States,Chattanooga,Tennessee,37421,South,Furniture,Furnishings,132.224,4,0.2,-18.1808,,
Standard,Class,Corporate,United,States,San,Diego,California,92037,West,Office,Supplies,Paper,105.52,4,,
Standard,Class,Corporate,United,States,San,Diego,California,92037,West,Furniture,Furnishings,91.96,2,0,,
Standard,Class,Corporate,United,States,San,Diego,California,92037,West,Technology,Phones,1487.976,3,0.2,,
First,Class,Home,Office,United,States,New,York,City,New,York,10024,East,Office,Supplies,0,9.3312
First,Class,Consumer,United,States,Tampa,Florida,33614,South,Technology,Accessories,11.672,1,0.2,-0.7295,,
Same,Day,Consumer,United,States,Utica,New,York,13501,East,Technology,Phones,279.96,4,0,,
Same,Day,Consumer,United,States,Utica,New,York,13501,East,Office,Supplies,Binders,12.912,3,,
Same,Day,Consumer,United,States,Utica,New,York,13501,East,Office,Supplies,Binders,17.088,4,,
Same,Day,Consumer,United,States,Utica,New,York,13501,East,Office,Supplies,Labels,93.15,9,,
Same,Day,Consumer,United,States,Utica,New,York,13501,East,Office,Supplies,Labels,11.52,4,,
Standard,Class,Corporate,United,States,San,Francisco,California,94122,West,Office,Supplies,Supplies,238.62,2,,
Standard,Class,Corporate,United,States,San,Francisco,California,94122,West,Office,Supplies,Appliances,7.77,1,,
Standard,Class,Corporate,United,States,San,Francisco,California,94122,West,Furniture,Tables,285.48,5,0.2,,
Standard,Class,Corporate,United,States,San,Francisco,California,94122,West,Office,Supplies,Binders,19.168,4,,
Same,Day,Consumer,United,States,Columbus,Ohio,43229,East,Office,Supplies,Appliances,26.136,3,0.2,,
Second,Class,Home,Office,United,States,New,York,City,New,York,10035,East,Office,Supplies,0,201.312
Second,Class,Home,Office,United,States,New,York,City,New,York,10035,East,Furniture,Chairs,14.1246,
Second,Class,Home,Office,United,States,New,York,City,New,York,10035,East,Furniture,Chairs,-8.0784,
Second,Class,Home,Office,United,States,New,York,City,New,York,10035,East,Office,Supplies,0,2.224
Standard,Class,Consumer,United,States,Richmond,Indiana,47374,Central,Furniture,Tables,581.96,2,0,104.7528,,
Standard,Class,Consumer,United,States,Richmond,Indiana,47374,Central,Furniture,Chairs,29.98,1,0,8.0946,,
Standard,Class,Consumer,United,States,San,Diego,California,92105,West,Technology,Accessories,519.96,4,0,,
Standard,Class,Consumer,United,States,Concord,North,Carolina,28027,South,Office,Supplies,Labels,6.264,3,,
Standard,Class,Consumer,United,States,Concord,North,Carolina,28027,South,Furniture,Chairs,363.92,5,0.2,,
Standard,Class,Consumer,United,States,Miami,Florida,33178,South,Office,Supplies,Binders,64.2,5,0.7,,
Standard,Class,Consumer,United,States,Miami,Florida,33178,South,Office,Supplies,Binders,38.52,3,0.7,,
Standard,Class,Consumer,United,States,Miami,Florida,33178,South,Technology,Accessories,72.6,5,0.2,-8.1675,,
Standard,Class,Consumer,United,States,Los,Angeles,California,90036,West,Technology,Phones,57.568,4,0.2,,
Standard,Class,Consumer,United,States,Seattle,Washington,98115,West,Office,Supplies,Storage,83.7,5,0,,
Second,Class,Home,Office,United,States,Arlington,Virginia,22204,South,Office,Supplies,Paper,32.4,5,,
Second,Class,Home,Office,United,States,Arlington,Virginia,22204,South,Furniture,Furnishings,47.98,2,0,,
Standard,Class,Consumer,United,States,San,Diego,California,92105,West,Technology,Phones,415.968,4,0.2,,
Standard,Class,Consumer,United,States,San,Diego,California,92105,West,Office,Supplies,Storage,304.9,5,,
Standard,Class,Consumer,United,States,San,Diego,California,92105,West,Furniture,Furnishings,80.96,4,0,,
Standard,Class,Consumer,United,States,San,Diego,California,92105,West,Office,Supplies,Storage,777.21,7,,
Standard,Class,Consumer,United,States,San,Diego,California,92105,West,Office,Supplies,Paper,32.4,5,,
Standard,Class,Consumer,United,States,San,Diego,California,92105,West,Furniture,Chairs,225.568,2,0.2,,
Standard,Class,Consumer,United,States,San,Diego,California,92105,West,Furniture,Furnishings,36.6,3,0,,
Standard,Class,Home,Office,United,States,Roseville,Minnesota,55113,Central,Office,Supplies,Appliances,715.64,2,,
Standard,Class,Home,Office,United,States,Roseville,Minnesota,55113,Central,Office,Supplies,Storage,795.51,3,,
Standard,Class,Home,Office,United,States,Roseville,Minnesota,55113,Central,Technology,Copiers,549.99,1,0,,
Standard,Class,Home,Office,United,States,Roseville,Minnesota,55113,Central,Office,Supplies,Binders,74.76,3,,
Standard,Class,Home,Office,United,States,Roseville,Minnesota,55113,Central,Furniture,Furnishings,29.22,3,0,,
Standard,Class,Home,Office,United,States,Virginia,Beach,Virginia,23464,South,Office,Supplies,Binders,9.64,,
Standard,Class,Corporate,United,States,Dallas,Texas,75220,Central,Office,Supplies,Storage,33.488,7,0.2,,
Standard,Class,Corporate,United,States,Dallas,Texas,75220,Central,Office,Supplies,Supplies,23.04,3,0.2,,
Standard,Class,Corporate,United,States,Dallas,Texas,75220,Central,Office,Supplies,Binders,1.362,1,0.8,,
Standard,Class,Corporate,United,States,Dallas,Texas,75220,Central,Furniture,Furnishings,14.76,5,0.6,-11.439,,
Second,Class,Consumer,United,States,Concord,California,94521,West,Furniture,Bookcases,239.666,2,0.15,14.098,,
Standard,Class,Consumer,United,States,Conway,Arkansas,72032,South,Furniture,Tables,301.96,2,0,45.294,,
Second,Class,Home,Office,United,States,Philadelphia,Pennsylvania,19120,East,Office,Supplies,Paper,7.968,2,,
Second,Class,Consumer,United,States,Little,Rock,Arkansas,72209,South,Office,Supplies,Paper,109.92,2,,
Second,Class,Consumer,United,States,Little,Rock,Arkansas,72209,South,Office,Supplies,Paper,19.44,3,,
Second,Class,Consumer,United,States,Little,Rock,Arkansas,72209,South,Office,Supplies,Art,11.16,2,,
Second,Class,Corporate,United,States,Meriden,Connecticut,6450,East,Office,Supplies,Appliances,79.47,3,0,,
Second,Class,Corporate,United,States,Meriden,Connecticut,6450,East,Office,Supplies,Art,4.56,2,0,,
Second,Class,Corporate,United,States,Meriden,Connecticut,6450,East,Furniture,Chairs,1133.35,5,0,294.671,,
Standard,Class,Corporate,United,States,Philadelphia,Pennsylvania,19143,East,Office,Supplies,Art,4.672,1,0.2,,
Standard,Class,Corporate,United,States,Philadelphia,Pennsylvania,19143,East,Office,Supplies,Binders,104.58,6,0.7,,
Standard,Class,Home,Office,United,States,Cheyenne,Wyoming,82001,West,Furniture,Chairs,1603.136,4,0.2,,
Same,Day,Corporate,United,States,Anaheim,California,92804,West,Furniture,Tables,1293.488,7,0.2,80.843,,
Standard,Class,Consumer,United,States,Bloomington,Indiana,47401,Central,Furniture,Furnishings,127.95,3,0,21.7515,,
Standard,Class,Home,Office,United,States,Columbus,Georgia,31907,South,Office,Supplies,Storage,59.76,1,,
Same,Day,Home,Office,United,States,Jonesboro,Arkansas,72401,South,Office,Supplies,Binders,108.08,7,,
Same,Day,Home,Office,United,States,Jonesboro,Arkansas,72401,South,Office,Supplies,Binders,9.54,3,,
First,Class,Home,Office,United,States,Philadelphia,Pennsylvania,19140,East,Office,Supplies,Art,11.736,3,,
Standard,Class,Home,Office,United,States,Lawrence,Massachusetts,1841,East,Office,Supplies,Binders,447.86,7,,
Standard,Class,Home,Office,United,States,Lawrence,Massachusetts,1841,East,Office,Supplies,Paper,17.94,3,,
Standard,Class,Home,Office,United,States,Lawrence,Massachusetts,1841,East,Office,Supplies,Appliances,245.88,6,,
Standard,Class,Consumer,United,States,New,York,City,New,York,10011,East,Office,Supplies,Paper,92.2368,
Standard,Class,Corporate,United,States,San,Diego,California,92105,West,Furniture,Chairs,801.568,2,0.2,,
Standard,Class,Corporate,United,States,San,Diego,California,92105,West,Office,Supplies,Paper,368.91,9,,
Standard,Class,Corporate,United,States,San,Diego,California,92105,West,Furniture,Chairs,885.528,9,0.2,,
Second,Class,Corporate,United,States,San,Francisco,California,94109,West,Furniture,Furnishings,28.28,2,0,,
Second,Class,Corporate,United,States,San,Francisco,California,94109,West,Office,Supplies,Supplies,4912.59,3,,
Same,Day,Consumer,United,States,San,Francisco,California,94110,West,Office,Supplies,Binders,14.352,3,,
Same,Day,Consumer,United,States,San,Francisco,California,94110,West,Technology,Accessories,179.97,3,0,,
First,Class,Corporate,United,States,Cranston,Rhode,Island,2920,East,Office,Supplies,Storage,42.76,1,,
Standard,Class,Consumer,United,States,Owensboro,Kentucky,42301,South,Office,Supplies,Paper,45.68,2,0,,
First,Class,Consumer,United,States,Baltimore,Maryland,21215,East,Office,Supplies,Binders,25.06,2,0,,
Standard,Class,Consumer,United,States,Chicago,Illinois,60610,Central,Office,Supplies,Paper,38.432,1,0.2,,
Standard,Class,Consumer,United,States,Chicago,Illinois,60610,Central,Office,Supplies,Storage,21.568,2,0.2,,
Standard,Class,Consumer,United,States,Chicago,Illinois,60610,Central,Technology,Accessories,81.576,3,0.2,2.0394,,
Standard,Class,Consumer,United,States,Atlanta,Georgia,30318,South,Office,Supplies,Binders,2.78,1,0,,
Standard,Class,Corporate,United,States,Los,Angeles,California,90036,West,Office,Supplies,Storage,99.87,3,,
Standard,Class,Home,Office,United,States,Los,Angeles,California,90049,West,Office,Supplies,Labels,44.4,,
Standard,Class,Home,Office,United,States,Los,Angeles,California,90049,West,Office,Supplies,Paper,21.4,,
Standard,Class,Consumer,United,States,Richmond,Indiana,47374,Central,Furniture,Furnishings,71.12,4,0,22.0472,,
Standard,Class,Consumer,United,States,Richmond,Indiana,47374,Central,Technology,Phones,259.96,4,0,124.7808,,
Standard,Class,Corporate,United,States,San,Francisco,California,94110,West,Office,Supplies,Envelopes,9.78,1,,
Standard,Class,Home,Office,United,States,San,Francisco,California,94122,West,Office,Supplies,Binders,24.192,,
Standard,Class,Corporate,United,States,Westfield,New,Jersey,7090,East,Furniture,Furnishings,31.56,3,0,,
Same,Day,Home,Office,United,States,San,Francisco,California,94122,West,Office,Supplies,Paper,59.94,,
Same,Day,Home,Office,United,States,San,Francisco,California,94122,West,Office,Supplies,Paper,45.36,,
Same,Day,Home,Office,United,States,San,Francisco,California,94122,West,Office,Supplies,Paper,26.4,,
Same,Day,Home,Office,United,States,San,Francisco,California,94122,West,Office,Supplies,Labels,41.4,,
Same,Day,Home,Office,United,States,San,Francisco,California,94122,West,Technology,Accessories,16.95,1,,
Standard,Class,Corporate,United,States,San,Jose,California,95123,West,Office,Supplies,Binders,24.704,2,,
Standard,Class,Corporate,United,States,San,Jose,California,95123,West,Office,Supplies,Appliances,59.7,3,,
Standard,Class,Corporate,United,States,San,Jose,California,95123,West,Furniture,Furnishings,14.52,3,0,,
Standard,Class,Corporate,United,States,San,Jose,California,95123,West,Office,Supplies,Binders,104.184,3,,
Standard,Class,Home,Office,United,States,Seattle,Washington,98115,West,Office,Supplies,Storage,46.53,3,,
Second,Class,Corporate,United,States,Owensboro,Kentucky,42301,South,Office,Supplies,Supplies,25.5,3,0,,
Standard,Class,Consumer,United,States,New,York,City,New,York,10035,East,Office,Supplies,Storage,1.043,
Standard,Class,Consumer,United,States,New,York,City,New,York,10035,East,Office,Supplies,Labels,41.2237,
Standard,Class,Consumer,United,States,New,York,City,New,York,10035,East,Furniture,Chairs,199.764,,
Standard,Class,Consumer,United,States,New,York,City,New,York,10035,East,Office,Supplies,Storage,27.434,
Standard,Class,Consumer,United,States,New,York,City,New,York,10035,East,Furniture,Bookcases,4228.704,,
Standard,Class,Consumer,United,States,New,York,City,New,York,10035,East,Furniture,Bookcases,2003.92,,
Standard,Class,Consumer,United,States,New,York,City,New,York,10035,East,Technology,Phones,209.97,,
Standard,Class,Consumer,United,States,New,York,City,New,York,10035,East,Technology,Accessories,659.9,,
Standard,Class,Consumer,United,States,New,York,City,New,York,10035,East,Office,Supplies,Paper,53.2608,
Standard,Class,Consumer,United,States,New,York,City,New,York,10035,East,Technology,Phones,67.8,,
Second,Class,Corporate,United,States,New,York,City,New,York,10011,East,Furniture,Tables,313.176,,
Second,Class,Consumer,United,States,Springfield,Virginia,22153,South,Office,Supplies,Art,22.96,7,0,,
Standard,Class,Corporate,United,States,Bellingham,Washington,98226,West,Technology,Accessories,1099.5,10,0,362.835,,
Standard,Class,Corporate,United,States,Decatur,Alabama,35601,South,Furniture,Tables,1215.92,8,0,316.1392,,
Standard,Class,Corporate,United,States,Fayetteville,Arkansas,72701,South,Office,Supplies,Labels,7.31,1,0,,
Standard,Class,Corporate,United,States,Fayetteville,Arkansas,72701,South,Furniture,Furnishings,8.92,4,0,3.9248,,
First,Class,Consumer,United,States,Philadelphia,Pennsylvania,19120,East,Furniture,Bookcases,87.21,3,0.5,-45.3492,,
First,Class,Consumer,United,States,Philadelphia,Pennsylvania,19120,East,Office,Supplies,Paper,15.552,3,0.2,,
First,Class,Consumer,United,States,Philadelphia,Pennsylvania,19120,East,Technology,Phones,683.988,2,0.4,-113.998,,
First,Class,Consumer,United,States,Philadelphia,Pennsylvania,19120,East,Office,Supplies,Storage,13.392,3,0.2,,
First,Class,Consumer,United,States,Philadelphia,Pennsylvania,19120,East,Technology,Accessories,16.776,3,0.2,4.8231,,
First,Class,Consumer,United,States,Philadelphia,Pennsylvania,19120,East,Technology,Accessories,527.92,2,0.2,85.787,,
Same,Day,Home,Office,United,States,Seattle,Washington,98103,West,Furniture,Furnishings,25.4,5,0,,
Same,Day,Home,Office,United,States,Seattle,Washington,98103,West,Technology,Phones,177.48,3,0.2,,
Same,Day,Home,Office,United,States,Seattle,Washington,98103,West,Technology,Phones,71.976,3,0.2,,
Standard,Class,Consumer,United,States,Plano,Texas,75023,Central,Technology,Phones,95.992,1,0.2,9.5992,,
Standard,Class,Consumer,United,States,Plano,Texas,75023,Central,Office,Supplies,Labels,13.216,4,0.2,,
Second,Class,Consumer,United,States,Los,Angeles,California,90049,West,Technology,Accessories,435.84,12,0,,
Second,Class,Consumer,United,States,Los,Angeles,California,90049,West,Office,Supplies,Art,5.88,2,,
Standard,Class,Consumer,United,States,Los,Angeles,California,90032,West,Technology,Phones,211.168,4,0.2,,
Standard,Class,Corporate,United,States,Los,Angeles,California,90036,West,Furniture,Furnishings,6.28,1,0,,
Standard,Class,Corporate,United,States,Los,Angeles,California,90036,West,Technology,Accessories,95.1,5,0,,
Standard,Class,Corporate,United,States,Los,Angeles,California,90036,West,Office,Supplies,Paper,25.92,4,,
Standard,Class,Corporate,United,States,Los,Angeles,California,90036,West,Office,Supplies,Storage,48.84,4,,
Second,Class,Home,Office,United,States,Des,Moines,Iowa,50315,Central,Office,Supplies,Binders,25.9,,
Same,Day,Corporate,United,States,Southaven,Mississippi,38671,South,Office,Supplies,Envelopes,42.68,4,0,,
Same,Day,Corporate,United,States,Southaven,Mississippi,38671,South,Technology,Accessories,299.97,3,0,125.9874,,
Same,Day,Corporate,United,States,Southaven,Mississippi,38671,South,Office,Supplies,Appliances,262.24,2,0,,
Same,Day,Corporate,United,States,Southaven,Mississippi,38671,South,Office,Supplies,Binders,234.36,6,0,,
Standard,Class,Home,Office,United,States,Houston,Texas,77041,Central,Office,Supplies,Paper,20.736,4,,
